time_s,AorticArchI,ThoAortaIII,AbdomAortaV,RightCCA,RightRenal,RightCommonIliac,RightICA,RightRadial,RightInternalIliac,RightPostInteross,RightFemoralII,RightAntTibial
1.29500000e+00,2.28245242e+02,1.67756910e+02,1.37201213e+02,1.09138585e+01,1.63516890e+01,7.00916601e+01,5.85311253e+00,3.90111273e+00,9.88446314e+00,6.24567524e-01,1.86788117e+01,6.32299666e-01
1.29600000e+00,2.26449750e+02,1.65333450e+02,1.36963584e+02,1.09015367e+01,1.62460853e+01,7.01077991e+01,5.82672378e+00,3.88717594e+00,9.87307350e+00,6.24458951e-01,1.88031249e+01,6.65869786e-01
1.29700000e+00,2.24678514e+02,1.62958480e+02,1.36705694e+02,1.08899175e+01,1.61405966e+01,7.01119979e+01,5.79932731e+00,3.87340376e+00,9.86084193e+00,6.24358325e-01,1.89308312e+01,7.01583467e-01
1.29800000e+00,2.22931630e+02,1.60633138e+02,1.36427379e+02,1.08791950e+01,1.60352830e+01,7.01043406e+01,5.77109950e+00,3.85979103e+00,9.84768180e+00,6.24264574e-01,1.90621928e+01,7.39415497e-01
1.29900000e+00,2.21209290e+02,1.58358490e+02,1.36128503e+02,1.08695675e+01,1.59302067e+01,7.00849211e+01,5.74222962e+00,3.84633051e+00,9.83350958e+00,6.24176340e-01,1.91974729e+01,7.79306772e-01
1.30000000e+00,2.19511758e+02,1.56135423e+02,1.35808991e+02,1.08612079e+01,1.58254240e+01,7.00538257e+01,5.71289112e+00,3.83301421e+00,9.81825849e+00,6.24092207e-01,1.93368952e+01,8.21177442e-01
1.30100000e+00,2.17839448e+02,1.53964843e+02,1.35468804e+02,1.08542965e+01,1.57209962e+01,7.00111464e+01,5.68327349e+00,3.81983194e+00,9.80186638e+00,6.24010457e-01,1.94806778e+01,8.64913091e-01
1.30200000e+00,2.16192900e+02,1.51847594e+02,1.35107968e+02,1.08489961e+01,1.56169828e+01,6.99569674e+01,5.65355865e+00,3.80677252e+00,9.78428592e+00,6.23929268e-01,1.96289974e+01,9.10380813e-01
1.30300000e+00,2.14572796e+02,1.49784513e+02,1.34726558e+02,1.08454588e+01,1.55134443e+01,6.98913673e+01,5.62392727e+00,3.79382366e+00,9.76548133e+00,6.23846683e-01,1.97819937e+01,9.57432513e-01
1.30400000e+00,2.12980050e+02,1.47776503e+02,1.34324724e+02,1.08438327e+01,1.54104460e+01,6.98144222e+01,5.59457000e+00,3.78097110e+00,9.74542788e+00,6.23760480e-01,1.99397617e+01,1.00589872e+00
1.30500000e+00,2.11415662e+02,1.45824414e+02,1.33902662e+02,1.08442389e+01,1.53080492e+01,6.97261945e+01,5.56565874e+00,3.76820104e+00,9.72411433e+00,6.23668527e-01,2.01023370e+01,1.05562364e+00
1.30600000e+00,2.09880903e+02,1.43929198e+02,1.33460647e+02,1.08467931e+01,1.52063219e+01,6.96267458e+01,5.53737789e+00,3.75549776e+00,9.70153885e+00,6.23568420e-01,2.02696944e+01,1.10644004e+00
1.30700000e+00,2.08377179e+02,1.42091811e+02,1.32999005e+02,1.08515869e+01,1.51053309e+01,6.95161288e+01,5.50990114e+00,3.74284566e+00,9.67770963e+00,6.23457785e-01,2.04417388e+01,1.15819669e+00
1.30800000e+00,2.06906038e+02,1.40313226e+02,1.32518117e+02,1.08586911e+01,1.50051434e+01,6.93943918e+01,5.48339709e+00,3.73022902e+00,9.65264221e+00,6.23334235e-01,2.06183083e+01,1.21075385e+00
1.30900000e+00,2.05469270e+02,1.38594510e+02,1.32018442e+02,1.08681554e+01,1.49058316e+01,6.92615823e+01,5.45803912e+00,3.71763106e+00,9.62636010e+00,6.23195234e-01,2.07991471e+01,1.26397513e+00
1.31000000e+00,2.04068597e+02,1.36936640e+02,1.31500449e+02,1.08799998e+01,1.48074613e+01,6.91177432e+01,5.43397905e+00,3.70503673e+00,9.59888969e+00,6.23038500e-01,2.09839526e+01,1.31774620e+00
1.31100000e+00,2.02705926e+02,1.35340683e+02,1.30964680e+02,1.08942186e+01,1.47101030e+01,6.89629218e+01,5.41137468e+00,3.69243001e+00,9.57026337e+00,6.22861614e-01,2.11723242e+01,1.37194731e+00
1.31200000e+00,2.01383067e+02,1.33807646e+02,1.30411695e+02,1.09107751e+01,1.46138232e+01,6.87971676e+01,5.39036937e+00,3.67979610e+00,9.54051528e+00,6.22662338e-01,2.13638074e+01,1.42646391e+00
1.31300000e+00,2.00101720e+02,1.32338497e+02,1.29842073e+02,1.09296041e+01,1.45186853e+01,6.86205357e+01,5.37109717e+00,3.66712099e+00,9.50968096e+00,6.22438552e-01,2.15578974e+01,1.48117762e+00
1.31400000e+00,1.98863485e+02,1.30934212e+02,1.29256441e+02,1.09506029e+01,1.44247532e+01,6.84330936e+01,5.35369042e+00,3.65439070e+00,9.47779914e+00,6.22188140e-01,2.17540030e+01,1.53595254e+00
1.31500000e+00,1.97669556e+02,1.29595609e+02,1.28655379e+02,1.09736479e+01,1.43320811e+01,6.82349147e+01,5.33826011e+00,3.64159346e+00,9.44490528e+00,6.21909313e-01,2.19515502e+01,1.59065362e+00
1.31600000e+00,1.96520860e+02,1.28323492e+02,1.28039515e+02,1.09985763e+01,1.42407233e+01,6.80260913e+01,5.32491640e+00,3.62871754e+00,9.41103707e+00,6.21600288e-01,2.21498883e+01,1.64512260e+00
1.31700000e+00,1.95417818e+02,1.27118523e+02,1.27409440e+02,1.10252021e+01,1.41507262e+01,6.78067293e+01,5.31375404e+00,3.61575284e+00,9.37622945e+00,6.21259524e-01,2.23483713e+01,1.69919638e+00
1.31800000e+00,1.94360345e+02,1.25981239e+02,1.26765731e+02,1.10533187e+01,1.40621300e+01,6.75769510e+01,5.30485635e+00,3.60269048e+00,9.34051513e+00,6.20885664e-01,2.25463506e+01,1.75270772e+00
1.31900000e+00,1.93347701e+02,1.24912065e+02,1.26108975e+02,1.10826836e+01,1.39749709e+01,6.73369068e+01,5.29829947e+00,3.58952236e+00,9.30392597e+00,6.20477467e-01,2.27431314e+01,1.80547849e+00
1.32000000e+00,1.92378579e+02,1.23911229e+02,1.25439687e+02,1.11130606e+01,1.38892754e+01,6.70867558e+01,5.29414136e+00,3.57624233e+00,9.26648796e+00,6.20033989e-01,2.29380801e+01,1.85735130e+00
1.32100000e+00,1.91450893e+02,1.22978818e+02,1.24758400e+02,1.11441844e+01,1.38050660e+01,6.68266913e+01,5.29243312e+00,3.56284498e+00,9.22822534e+00,6.19554403e-01,2.31305116e+01,1.90816812e+00
1.32200000e+00,1.90561891e+02,1.22114724e+02,1.24065602e+02,1.11757937e+01,1.37223575e+01,6.65569252e+01,5.29321110e+00,3.54932640e+00,9.18915696e+00,6.19038119e-01,2.33197649e+01,1.95779425e+00
1.32300000e+00,1.89708205e+02,1.21318662e+02,1.23361754e+02,1.12076324e+01,1.36411590e+01,6.62776891e+01,5.29649943e+00,3.53568391e+00,9.14929697e+00,6.18484746e-01,2.35051852e+01,2.00611627e+00
1.32400000e+00,1.88885525e+02,1.20590126e+02,1.22647322e+02,1.12394359e+01,1.35614740e+01,6.59892545e+01,5.30230963e+00,3.52191595e+00,9.10865491e+00,6.17894085e-01,2.36860737e+01,2.05303945e+00
1.32500000e+00,1.88089317e+02,1.19928454e+02,1.21922716e+02,1.12709757e+01,1.34833010e+01,6.56918934e+01,5.31063891e+00,3.50802225e+00,9.06723492e+00,6.17266146e-01,2.38617860e+01,2.09849914e+00
1.32600000e+00,1.87314139e+02,1.19332753e+02,1.21188362e+02,1.13020228e+01,1.34066344e+01,6.53859201e+01,5.32147024e+00,3.49400354e+00,9.02503710e+00,6.16601129e-01,2.40316227e+01,2.14244779e+00
1.32700000e+00,1.86554225e+02,1.18801952e+02,1.20444664e+02,1.13323787e+01,1.33314653e+01,6.50716616e+01,5.33477121e+00,3.47986167e+00,8.98205798e+00,6.15899424e-01,2.41949022e+01,2.18485922e+00
1.32800000e+00,1.85803537e+02,1.18334828e+02,1.19692017e+02,1.13618709e+01,1.32577824e+01,6.47494583e+01,5.35049496e+00,3.46559934e+00,8.93829221e+00,6.15161580e-01,2.43509504e+01,2.22572191e+00
1.32900000e+00,1.85055347e+02,1.17929892e+02,1.18930839e+02,1.13903443e+01,1.31855727e+01,6.44196892e+01,5.36857357e+00,3.45122043e+00,8.89373340e+00,6.14388362e-01,2.44990569e+01,2.26503716e+00
1.33000000e+00,1.84303357e+02,1.17585624e+02,1.18161521e+02,1.14176832e+01,1.31148241e+01,6.40827152e+01,5.38892803e+00,3.43672929e+00,8.84837729e+00,6.13580618e-01,2.46385810e+01,2.30281316e+00
1.33100000e+00,1.83540728e+02,1.17300241e+02,1.17384494e+02,1.14437879e+01,1.30455245e+01,6.37389336e+01,5.41145561e+00,3.42213140e+00,8.80222232e+00,6.12739403e-01,2.47688559e+01,2.33906498e+00
1.33200000e+00,1.82760897e+02,1.17071869e+02,1.16600194e+02,1.14685869e+01,1.29776648e+01,6.33887364e+01,5.43603734e+00,3.40743285e+00,8.75527245e+00,6.11865876e-01,2.48892695e+01,2.37381042e+00
1.33300000e+00,1.81957569e+02,1.16898547e+02,1.15809071e+02,1.14920289e+01,1.29112394e+01,6.30325117e+01,5.46253897e+00,3.39264030e+00,8.70753792e+00,6.10961291e-01,2.49992632e+01,2.40706867e+00
1.33400000e+00,1.81124322e+02,1.16778071e+02,1.15011627e+02,1.15140774e+01,1.28462475e+01,6.26706698e+01,5.49079782e+00,3.37776153e+00,8.65903791e+00,6.10027095e-01,2.50983134e+01,2.43886201e+00
1.33500000e+00,1.80255640e+02,1.16708325e+02,1.14208351e+02,1.15347110e+01,1.27826941e+01,6.23035826e+01,5.52064820e+00,3.36280428e+00,8.60979857e+00,6.09064705e-01,2.51860145e+01,2.46921075e+00
1.33600000e+00,1.79345993e+02,1.16686950e+02,1.13399797e+02,1.15539138e+01,1.27205913e+01,6.19316416e+01,5.55189556e+00,3.34777742e+00,8.55985610e+00,6.08075725e-01,2.52620280e+01,2.49813813e+00
1.33700000e+00,1.78390519e+02,1.16711566e+02,1.12586534e+02,1.15716733e+01,1.26599589e+01,6.15552185e+01,5.58433493e+00,3.33269018e+00,8.50925422e+00,6.07061788e-01,2.53261424e+01,2.52566733e+00
1.33800000e+00,1.77384923e+02,1.16779767e+02,1.11769152e+02,1.15879749e+01,1.26008241e+01,6.11746698e+01,5.61775262e+00,3.31755213e+00,8.45804230e+00,6.06024552e-01,2.53782664e+01,2.55182189e+00
1.33900000e+00,1.76325190e+02,1.16888914e+02,1.10948308e+02,1.16027965e+01,1.25432253e+01,6.07903653e+01,5.65190890e+00,3.30237401e+00,8.40627854e+00,6.04965842e-01,2.54184560e+01,2.57662872e+00
1.34000000e+00,1.75208171e+02,1.17036517e+02,1.10124632e+02,1.16161072e+01,1.24872062e+01,6.04026385e+01,5.68657656e+00,3.28716620e+00,8.35401990e+00,6.03887363e-01,2.54468973e+01,2.60011318e+00
1.34100000e+00,1.74030957e+02,1.17219826e+02,1.09298826e+02,1.16278612e+01,1.24328223e+01,6.00118429e+01,5.72150626e+00,3.27194036e+00,8.30132913e+00,6.02790983e-01,2.54639368e+01,2.62230463e+00
1.34200000e+00,1.72791213e+02,1.17436078e+02,1.08471598e+02,1.16379964e+01,1.23801363e+01,5.96183214e+01,5.75645347e+00,3.25670842e+00,8.24826767e+00,6.01678550e-01,2.54700574e+01,2.64323309e+00
1.34300000e+00,1.71487042e+02,1.17682477e+02,1.07643660e+02,1.16464352e+01,1.23292166e+01,5.92224123e+01,5.79118019e+00,3.24148260e+00,8.19489484e+00,6.00551900e-01,2.54658486e+01,2.66292941e+00
1.34400000e+00,1.70116789e+02,1.17955933e+02,1.06815787e+02,1.16530738e+01,1.22801430e+01,5.88244795e+01,5.82543818e+00,3.22627655e+00,8.14127185e+00,5.99413012e-01,2.54520553e+01,2.68142836e+00
1.34500000e+00,1.68679271e+02,1.18253620e+02,1.05988675e+02,1.16578022e+01,1.22329903e+01,5.84248500e+01,5.85901612e+00,3.21110286e+00,8.08745114e+00,5.98263657e-01,2.54293960e+01,2.69876122e+00
1.34600000e+00,1.67173336e+02,1.18572166e+02,1.05163126e+02,1.16604731e+01,1.21878484e+01,5.80239033e+01,5.89168351e+00,3.19597658e+00,8.03349079e+00,5.97105885e-01,2.53987494e+01,2.71496551e+00
1.34700000e+00,1.65598053e+02,1.18908176e+02,1.04339917e+02,1.16609210e+01,1.21448062e+01,5.76220107e+01,5.92323399e+00,3.18091290e+00,7.97944571e+00,5.95941702e-01,2.53609685e+01,2.73007817e+00
1.34800000e+00,1.63952616e+02,1.19258210e+02,1.03519797e+02,1.16589638e+01,1.21039498e+01,5.72195355e+01,5.95348446e+00,3.16592719e+00,7.92536955e+00,5.94773079e-01,2.53168466e+01,2.74413573e+00
1.34900000e+00,1.62236270e+02,1.19618721e+02,1.02703501e+02,1.16544020e+01,1.20653626e+01,5.68168375e+01,5.98227102e+00,3.15103529e+00,7.87131712e+00,5.93602000e-01,2.52671084e+01,2.75717502e+00
1.35000000e+00,1.60448256e+02,1.19985971e+02,1.01891762e+02,1.16470147e+01,1.20291264e+01,5.64142781e+01,6.00944589e+00,3.13625384e+00,7.81734707e+00,5.92430505e-01,2.52124077e+01,2.76923434e+00
1.35100000e+00,1.58587815e+02,1.20356119e+02,1.01085293e+02,1.16365660e+01,1.19953174e+01,5.60122089e+01,6.03488212e+00,3.12159990e+00,7.76352200e+00,5.91260649e-01,2.51532941e+01,2.78035270e+00
1.35200000e+00,1.56654110e+02,1.20724982e+02,1.00284830e+02,1.16227908e+01,1.19640099e+01,5.56109888e+01,6.05846738e+00,3.10709200e+00,7.70991414e+00,5.90094636e-01,2.50902298e+01,2.79057296e+00
1.35300000e+00,1.54646364e+02,1.21088558e+02,9.94910397e+01,1.16054301e+01,1.19352648e+01,5.52109398e+01,6.08011623e+00,3.09274787e+00,7.65659768e+00,5.88934552e-01,2.50235477e+01,2.79993681e+00
1.35400000e+00,1.52563807e+02,1.21442777e+02,9.87045740e+01,1.15842177e+01,1.19091342e+01,5.48123703e+01,6.09975932e+00,3.07858553e+00,7.60365283e+00,5.87782515e-01,2.49535046e+01,2.80848802e+00
1.35500000e+00,1.50405620e+02,1.21783224e+02,9.79261173e+01,1.15588633e+01,1.18856640e+01,5.44155953e+01,6.11734001e+00,3.06462460e+00,7.55117280e+00,5.86640822e-01,2.48802958e+01,2.81627685e+00
1.35600000e+00,1.48171109e+02,1.22105706e+02,9.71563031e+01,1.15290907e+01,1.18648867e+01,5.40208988e+01,6.13281927e+00,3.05088385e+00,7.49925198e+00,5.85511681e-01,2.48040596e+01,2.82335417e+00
1.35700000e+00,1.45859673e+02,1.22406033e+02,9.63957572e+01,1.14946266e+01,1.18468244e+01,5.36285543e+01,6.14616987e+00,3.03738223e+00,7.44798983e+00,5.84397328e-01,2.47249017e+01,2.82977481e+00
1.35800000e+00,1.43470849e+02,1.22680093e+02,9.56450947e+01,1.14552058e+01,1.18314871e+01,5.32388248e+01,6.15737467e+00,3.02413865e+00,7.39748884e+00,5.83300011e-01,2.46429077e+01,2.83559764e+00
1.35900000e+00,1.41004346e+02,1.22923837e+02,9.49049288e+01,1.14105718e+01,1.18188739e+01,5.28519693e+01,6.16642398e+00,3.01117212e+00,7.34785406e+00,5.82222005e-01,2.45581543e+01,2.84088626e+00
1.36000000e+00,1.38460099e+02,1.23133527e+02,9.41758381e+01,1.13604930e+01,1.18089723e+01,5.24682318e+01,6.17331391e+00,2.99850072e+00,7.29918619e+00,5.81165491e-01,2.44707112e+01,2.84570558e+00
1.36100000e+00,1.35838285e+02,1.23305399e+02,9.34584313e+01,1.13047422e+01,1.18017572e+01,5.20878715e+01,6.17804414e+00,2.98614336e+00,7.25159072e+00,5.80132776e-01,2.43806473e+01,2.85012913e+00
1.36200000e+00,1.33139372e+02,1.23436212e+02,9.27532557e+01,1.12431295e+01,1.17971936e+01,5.17111287e+01,6.18061536e+00,2.97411716e+00,7.20516208e+00,5.79125965e-01,2.42880251e+01,2.85422798e+00
1.36300000e+00,1.30364095e+02,1.23523016e+02,9.20608374e+01,1.11754874e+01,1.17952370e+01,5.13382422e+01,6.18102760e+00,2.96243852e+00,7.15999000e+00,5.78147099e-01,2.41929028e+01,2.85807474e+00
1.36400000e+00,1.27513553e+02,1.23563011e+02,9.13817162e+01,1.11016619e+01,1.17958296e+01,5.09694688e+01,6.17927828e+00,2.95112417e+00,7.11616540e+00,5.77198286e-01,2.40953349e+01,2.86174869e+00
1.36500000e+00,1.24589136e+02,1.23553902e+02,9.07163717e+01,1.10215313e+01,1.17989073e+01,5.06050504e+01,6.17536042e+00,2.94018902e+00,7.07376912e+00,5.76281429e-01,2.39953676e+01,2.86532550e+00
1.36600000e+00,1.21592542e+02,1.23493751e+02,9.00652494e+01,1.09349963e+01,1.18043986e+01,5.02452255e+01,6.16926127e+00,2.92964690e+00,7.03287740e+00,5.75398326e-01,2.38930401e+01,2.86888074e+00
1.36700000e+00,1.18525852e+02,1.23380927e+02,8.94287748e+01,1.08419751e+01,1.18122216e+01,4.98902366e+01,6.16095983e+00,2.91951092e+00,6.99356560e+00,5.74550710e-01,2.37883841e+01,2.87249269e+00
1.36800000e+00,1.15391370e+02,1.23214212e+02,8.88073124e+01,1.07424086e+01,1.18222925e+01,4.95403063e+01,6.15042747e+00,2.90979235e+00,6.95590288e+00,5.73740102e-01,2.36814242e+01,2.87623608e+00
1.36900000e+00,1.12191697e+02,1.22992695e+02,8.82011891e+01,1.06362532e+01,1.18345218e+01,4.91956485e+01,6.13762608e+00,2.90050120e+00,6.91995734e+00,5.72967883e-01,2.35721781e+01,2.88018648e+00
1.37000000e+00,1.08929838e+02,1.22715746e+02,8.76107025e+01,1.05234785e+01,1.18488114e+01,4.88564735e+01,6.12250474e+00,2.89164639e+00,6.88580000e+00,5.72235315e-01,2.34606574e+01,2.88442400e+00
1.37100000e+00,1.05608881e+02,1.22383045e+02,8.70360811e+01,1.04040700e+01,1.18650664e+01,4.85229602e+01,6.10500543e+00,2.88323476e+00,6.85349730e+00,5.71543391e-01,2.33468685e+01,2.88902472e+00
1.37200000e+00,1.02232093e+02,1.21994480e+02,8.64775089e+01,1.02780237e+01,1.18831905e+01,4.81952691e+01,6.08506204e+00,2.87527171e+00,6.82311581e+00,5.70892915e-01,2.32308143e+01,2.89406537e+00
1.37300000e+00,9.88031559e+01,1.21550131e+02,8.59351359e+01,1.01453456e+01,1.19030784e+01,4.78735532e+01,6.06259459e+00,2.86776141e+00,6.79472838e+00,5.70284531e-01,2.31124947e+01,2.89962945e+00
1.37400000e+00,9.53256766e+01,1.21050219e+02,8.54090512e+01,1.00060523e+01,1.19246307e+01,4.75579336e+01,6.03752211e+00,2.86070626e+00,6.76840351e+00,5.69718638e-01,2.29919085e+01,2.90579506e+00
1.37500000e+00,9.18036439e+01,1.20495091e+02,8.48993004e+01,9.86017209e+00,1.19477386e+01,4.72485199e+01,6.00975296e+00,2.85410723e+00,6.74421584e+00,5.69195441e-01,2.28690536e+01,2.91264495e+00
1.37600000e+00,8.82409198e+01,1.19885152e+02,8.44058748e+01,9.70774353e+00,1.19722979e+01,4.69453949e+01,5.97919976e+00,2.84796378e+00,6.72223532e+00,5.68714938e-01,2.27439286e+01,2.92025411e+00
1.37700000e+00,8.46415331e+01,1.19220855e+02,8.39287172e+01,9.54881807e+00,1.19981994e+01,4.66486256e+01,5.94577432e+00,2.84227391e+00,6.70253322e+00,5.68276942e-01,2.26165317e+01,2.92869461e+00
1.37800000e+00,8.10095640e+01,1.18502678e+02,8.34677187e+01,9.38346102e+00,1.20253303e+01,4.63582615e+01,5.90939304e+00,2.83703413e+00,6.68517937e+00,5.67881078e-01,2.24868607e+01,2.93803119e+00
1.37900000e+00,7.73493493e+01,1.17731127e+02,8.30227062e+01,9.21175744e+00,1.20535660e+01,4.60743379e+01,5.86997600e+00,2.83223901e+00,6.67024514e+00,5.67526746e-01,2.23549117e+01,2.94832147e+00
1.38000000e+00,7.36649930e+01,1.16906683e+02,8.25934595e+01,9.03380604e+00,1.20827849e+01,4.57968695e+01,5.82745966e+00,2.82788176e+00,6.65779349e+00,5.67213199e-01,2.22206788e+01,2.95960756e+00
1.38100000e+00,6.99607581e+01,1.16029838e+02,8.21796945e+01,8.84972712e+00,1.21128544e+01,4.55258567e+01,5.78179148e+00,2.82395361e+00,6.64788554e+00,5.66939470e-01,2.20841523e+01,2.97191957e+00
1.38200000e+00,6.62410117e+01,1.15101096e+02,8.17810623e+01,8.65966415e+00,1.21436315e+01,4.52612829e+01,5.73293372e+00,2.82044355e+00,6.64057859e+00,5.66704359e-01,2.19453170e+01,2.98527335e+00
1.38300000e+00,6.25099994e+01,1.14120961e+02,8.13971659e+01,8.46377786e+00,1.21749703e+01,4.50031145e+01,5.68086711e+00,2.81733884e+00,6.63592214e+00,5.66506493e-01,2.18041525e+01,2.99966967e+00
1.38400000e+00,5.87722723e+01,1.13089989e+02,8.10275178e+01,8.26226287e+00,1.22067050e+01,4.47512961e+01,5.62559065e+00,2.81462321e+00,6.63396241e+00,5.66344138e-01,2.16606281e+01,3.01509310e+00
1.38500000e+00,5.50321213e+01,1.12008755e+02,8.06716039e+01,8.05532477e+00,1.22386720e+01,4.45057555e+01,5.56712194e+00,2.81227888e+00,6.63473573e+00,5.66215416e-01,2.15147072e+01,3.03151636e+00
1.38600000e+00,5.12939095e+01,1.10877891e+02,8.03288545e+01,7.84319076e+00,1.22706988e+01,4.42664010e+01,5.50549523e+00,2.81028539e+00,6.63827243e+00,5.66118174e-01,2.13663441e+01,3.04890100e+00
1.38700000e+00,4.75623277e+01,1.09698144e+02,7.99986047e+01,7.62612429e+00,1.23025920e+01,4.40331124e+01,5.44076505e+00,2.80861760e+00,6.64459754e+00,5.66049782e-01,2.12154770e+01,3.06719484e+00
1.38800000e+00,4.38418439e+01,1.08470321e+02,7.96801741e+01,7.40439525e+00,1.23341617e+01,4.38057533e+01,5.37299874e+00,2.80724878e+00,6.65372783e+00,5.66007431e-01,2.10620376e+01,3.08634099e+00
1.38900000e+00,4.01371135e+01,1.07195370e+02,7.93728043e+01,7.17830123e+00,1.23652043e+01,4.35841589e+01,5.30227977e+00,2.80614788e+00,6.66567411e+00,5.65987839e-01,2.09059420e+01,3.10627458e+00
1.39000000e+00,3.64527176e+01,1.05874346e+02,7.90757029e+01,6.94815039e+00,1.23955152e+01,4.33681452e+01,5.22870115e+00,2.80528152e+00,6.68044141e+00,5.65987430e-01,2.07470973e+01,3.12692845e+00
1.39100000e+00,3.27932937e+01,1.04508444e+02,7.87880223e+01,6.71426673e+00,1.24248851e+01,4.31575043e+01,5.15236542e+00,2.80461325e+00,6.69802993e+00,5.66002238e-01,2.05853996e+01,3.14823296e+00
1.39200000e+00,2.91634832e+01,1.03098995e+02,7.85088678e+01,6.47698485e+00,1.24531035e+01,4.29520058e+01,5.07338145e+00,2.80410426e+00,6.71843613e+00,5.66027960e-01,2.04207364e+01,3.17011794e+00
1.39300000e+00,2.55682400e+01,1.01647567e+02,7.82372282e+01,6.23667041e+00,1.24799472e+01,4.27513791e+01,4.99186972e+00,2.80371085e+00,6.74165345e+00,5.66059636e-01,2.02529789e+01,3.19250854e+00
1.39400000e+00,2.20120280e+01,1.00155743e+02,7.79721337e+01,5.99366385e+00,1.25052167e+01,4.25553534e+01,4.90794285e+00,2.80339201e+00,6.76767495e+00,5.66092496e-01,2.00820077e+01,3.21533746e+00
1.39500000e+00,1.84997790e+01,9.86254046e+01,7.77124482e+01,5.74834569e+00,1.25286977e+01,4.23636027e+01,4.82172568e+00,2.80310133e+00,6.79649331e+00,5.66121003e-01,1.99076872e+01,3.23852999e+00
1.39600000e+00,1.50361277e+01,9.70584889e+01,7.74570294e+01,5.50108190e+00,1.25501963e+01,4.21757872e+01,4.73333699e+00,2.80279465e+00,6.82810367e+00,5.66139728e-01,1.97298908e+01,3.26201489e+00
1.39700000e+00,1.16257413e+01,9.54570892e+01,7.72046508e+01,5.25224577e+00,1.25695278e+01,4.19915311e+01,4.64289616e+00,2.80242774e+00,6.86250440e+00,5.66143072e-01,1.95484950e+01,3.28571856e+00
1.39800000e+00,8.27334315e+00,9.38234738e+01,7.69539774e+01,5.00222035e+00,1.25865194e+01,4.18104117e+01,4.55052340e+00,2.80195685e+00,6.89969878e+00,5.66125305e-01,1.93633814e+01,3.30956341e+00
1.39900000e+00,4.98343095e+00,9.21599517e+01,7.67036403e+01,4.75137763e+00,1.26010211e+01,4.16319822e+01,4.45633379e+00,2.80134178e+00,6.93969548e+00,5.66080972e-01,1.91744472e+01,3.33347139e+00
1.40000000e+00,1.76046915e+00,9.04689421e+01,7.64521771e+01,4.50009149e+00,1.26129030e+01,4.14557507e+01,4.36044125e+00,2.80054507e+00,6.98250931e+00,5.66004787e-01,1.89816033e+01,3.35736056e+00
1.40100000e+00,-1.39102495e+00,8.87530136e+01,7.61979920e+01,4.24874528e+00,1.26220557e+01,4.12811658e+01,4.26296098e+00,2.79953208e+00,7.02816181e+00,5.65891637e-01,1.87847757e+01,3.38114300e+00
1.40200000e+00,-4.46680556e+00,8.70147133e+01,7.59394539e+01,3.99770705e+00,1.26284004e+01,4.11076489e+01,4.16400294e+00,2.79827401e+00,7.07667959e+00,5.65737046e-01,1.85839144e+01,3.40473072e+00
1.40300000e+00,-7.46277117e+00,8.52566217e+01,7.56748463e+01,3.74734065e+00,1.26318851e+01,4.09345804e+01,4.06367567e+00,2.79674727e+00,7.12809307e+00,5.65537106e-01,1.83789916e+01,3.42803400e+00
1.40400000e+00,-1.03749192e+01,8.34813646e+01,7.54023451e+01,3.49801052e+00,1.26324827e+01,4.07612950e+01,3.96208813e+00,2.79493321e+00,7.18243418e+00,5.65288498e-01,1.81700009e+01,3.45096115e+00
1.40500000e+00,-1.31995469e+01,8.16914832e+01,7.51201001e+01,3.25006458e+00,1.26301925e+01,4.05871178e+01,3.85934560e+00,2.79281923e+00,7.23973211e+00,5.64988718e-01,1.79569582e+01,3.47342410e+00
1.40600000e+00,-1.59328483e+01,7.98896592e+01,7.48260399e+01,3.00386878e+00,1.26250406e+01,4.04113039e+01,3.75556001e+00,2.79039796e+00,7.30000981e+00,5.64635951e-01,1.77399026e+01,3.49533150e+00
1.40700000e+00,-1.85714607e+01,7.80783773e+01,7.45181280e+01,2.75976182e+00,1.26170728e+01,4.02331450e+01,3.65083811e+00,2.78766770e+00,7.36327604e+00,5.64229307e-01,1.75188888e+01,3.51660120e+00
1.40800000e+00,-2.11122639e+01,7.62600333e+01,7.41942765e+01,2.51807211e+00,1.26063512e+01,4.00519502e+01,3.54528662e+00,2.78463107e+00,7.42952167e+00,5.63768634e-01,1.72939831e+01,3.53715695e+00
1.40900000e+00,-2.35521089e+01,7.44371267e+01,7.38521439e+01,2.27914780e+00,1.25929579e+01,3.98670060e+01,3.43902210e+00,2.78129528e+00,7.49870676e+00,5.63254581e-01,1.70652647e+01,3.55692332e+00
1.41000000e+00,-2.58883350e+01,7.26119038e+01,7.34894611e+01,2.04330696e+00,1.25769798e+01,3.96776989e+01,3.33215651e+00,2.77767010e+00,7.57076055e+00,5.62688410e-01,1.68328102e+01,3.57583647e+00
1.41100000e+00,-2.81182517e+01,7.07867063e+01,7.31036592e+01,1.81089077e+00,1.25585186e+01,3.94834484e+01,3.22481503e+00,2.77376871e+00,7.64555570e+00,5.62072137e-01,1.65966982e+01,3.59383493e+00
1.41200000e+00,-3.02396243e+01,6.89636179e+01,7.26922552e+01,1.58221094e+00,1.25376709e+01,3.92838208e+01,3.11711913e+00,2.76960455e+00,7.72292269e+00,5.61408080e-01,1.63569937e+01,3.61086804e+00
