time_s,pressure_kPa,flow_rate_ml_s,delta_radius_mm
0.000000e+00,9.460000e+00,0.000000e+00,0.000000e+00
5.000000e-03,9.459971e+00,-1.032007e-03,-3.109127e-06
1.000000e-02,9.439044e+00,-7.462827e-01,-2.252700e-03
1.500000e-02,9.422368e+00,-1.337740e+00,-4.045433e-03
2.000000e-02,9.398395e+00,-2.185323e+00,-6.622454e-03
2.500000e-02,9.367185e+00,-3.131056e+00,-9.977497e-03
3.000000e-02,9.334328e+00,-4.162227e+00,-1.350964e-02
3.500000e-02,9.282601e+00,-4.522420e+00,-1.907026e-02
4.000000e-02,9.235836e+00,-4.791168e+00,-2.409738e-02
4.500000e-02,9.196048e+00,-4.915466e+00,-2.837462e-02
5.000000e-02,9.146279e+00,-5.492557e+00,-3.372464e-02
5.500000e-02,9.107533e+00,-5.816505e+00,-3.788982e-02
6.000000e-02,9.076699e+00,-5.807561e+00,-4.120442e-02
6.500000e-02,9.051941e+00,-5.477418e+00,-4.386589e-02
7.000000e-02,9.034139e+00,-4.905108e+00,-4.577960e-02
7.500000e-02,9.019346e+00,-4.204663e+00,-4.736983e-02
8.000000e-02,9.006332e+00,-3.409773e+00,-4.876887e-02
8.500000e-02,8.996858e+00,-2.473324e+00,-4.978727e-02
9.000000e-02,8.991100e+00,-1.387017e+00,-5.040625e-02
9.500000e-02,8.990524e+00,-1.449789e-01,-5.046822e-02
1.000000e-01,8.995489e+00,1.317606e+00,-4.993443e-02
1.050000e-01,9.007371e+00,3.003239e+00,-4.865716e-02
1.100000e-01,9.028365e+00,4.911931e+00,-4.640035e-02
1.150000e-01,9.057884e+00,6.983511e+00,-4.322710e-02
1.200000e-01,9.096921e+00,9.207922e+00,-3.903058e-02
1.250000e-01,9.145541e+00,1.158363e+01,-3.380401e-02
1.300000e-01,9.203695e+00,1.410474e+01,-2.755257e-02
1.350000e-01,9.271322e+00,1.677292e+01,-2.028270e-02
1.400000e-01,9.348998e+00,1.957382e+01,-1.193258e-02
1.450000e-01,9.437352e+00,2.252864e+01,-2.434689e-03
1.500000e-01,9.537916e+00,2.566661e+01,8.375932e-03
1.550000e-01,9.652411e+00,2.903174e+01,2.068401e-02
1.600000e-01,9.782503e+00,3.265254e+01,3.466877e-02
1.650000e-01,9.929336e+00,3.654753e+01,5.045309e-02
1.700000e-01,1.009318e+01,4.070457e+01,6.806644e-02
1.750000e-01,1.027340e+01,4.507719e+01,8.743950e-02
1.800000e-01,1.046787e+01,4.958038e+01,1.083451e-01
1.850000e-01,1.067386e+01,5.409126e+01,1.304882e-01
1.900000e-01,1.088785e+01,5.847403e+01,1.534923e-01
1.950000e-01,1.110612e+01,6.258504e+01,1.769560e-01
2.000000e-01,1.132533e+01,6.629324e+01,2.005206e-01
2.050000e-01,1.154280e+01,6.948568e+01,2.238987e-01
2.100000e-01,1.175695e+01,7.208455e+01,2.469197e-01
2.150000e-01,1.196707e+01,7.404978e+01,2.695075e-01
2.200000e-01,1.217349e+01,7.539833e+01,2.916970e-01
2.250000e-01,1.237774e+01,7.614025e+01,3.136540e-01
2.300000e-01,1.258088e+01,7.634384e+01,3.354912e-01
2.350000e-01,1.278391e+01,7.610447e+01,3.573168e-01
2.400000e-01,1.298831e+01,7.550387e+01,3.792901e-01
2.450000e-01,1.319359e+01,7.461861e+01,4.013568e-01
2.500000e-01,1.339971e+01,7.352998e+01,4.235149e-01
2.550000e-01,1.360493e+01,7.230016e+01,4.455753e-01
2.600000e-01,1.380791e+01,7.092201e+01,4.673957e-01
2.650000e-01,1.400698e+01,6.945411e+01,4.887961e-01
2.700000e-01,1.420005e+01,6.788905e+01,5.095502e-01
2.750000e-01,1.438493e+01,6.620582e+01,5.294254e-01
2.800000e-01,1.456138e+01,6.438875e+01,5.483929e-01
2.850000e-01,1.472682e+01,6.244189e+01,5.661775e-01
2.900000e-01,1.488356e+01,6.034127e+01,5.830271e-01
2.950000e-01,1.502934e+01,5.807844e+01,5.986986e-01
3.000000e-01,1.516461e+01,5.565266e+01,6.132403e-01
3.050000e-01,1.529000e+01,5.306433e+01,6.267188e-01
3.100000e-01,1.540537e+01,5.030436e+01,6.391210e-01
3.150000e-01,1.551162e+01,4.736054e+01,6.505432e-01
3.200000e-01,1.560704e+01,4.427050e+01,6.608011e-01
3.250000e-01,1.569210e+01,4.106802e+01,6.699446e-01
3.300000e-01,1.576793e+01,3.781890e+01,6.780963e-01
3.350000e-01,1.583404e+01,3.450978e+01,6.852031e-01
3.400000e-01,1.589073e+01,3.123439e+01,6.912968e-01
3.450000e-01,1.593957e+01,2.802034e+01,6.965470e-01
3.500000e-01,1.598110e+01,2.495037e+01,7.010121e-01
3.550000e-01,1.601536e+01,2.201904e+01,7.046948e-01
3.600000e-01,1.604276e+01,1.923991e+01,7.076398e-01
3.650000e-01,1.606181e+01,1.656384e+01,7.096879e-01
3.700000e-01,1.607110e+01,1.392854e+01,7.106868e-01
3.750000e-01,1.606915e+01,1.129289e+01,7.104774e-01
3.800000e-01,1.605410e+01,8.578471e+00,7.088595e-01
3.850000e-01,1.602429e+01,5.751481e+00,7.056542e-01
3.900000e-01,1.598021e+01,2.788326e+00,7.009155e-01
3.950000e-01,1.592311e+01,-2.633874e-01,6.947778e-01
4.000000e-01,1.585473e+01,-3.330221e+00,6.874272e-01
4.050000e-01,1.577828e+01,-6.307718e+00,6.792090e-01
4.100000e-01,1.569727e+01,-9.097094e+00,6.705005e-01
4.150000e-01,1.561473e+01,-1.159499e+01,6.616277e-01
4.200000e-01,1.553324e+01,-1.373726e+01,6.528671e-01
4.250000e-01,1.545352e+01,-1.548850e+01,6.442977e-01
4.300000e-01,1.537549e+01,-1.685311e+01,6.359087e-01
4.350000e-01,1.529823e+01,-1.785879e+01,6.276033e-01
4.400000e-01,1.522025e+01,-1.856145e+01,6.192211e-01
4.450000e-01,1.513980e+01,-1.902171e+01,6.105728e-01
4.500000e-01,1.505617e+01,-1.928012e+01,6.015827e-01
4.550000e-01,1.496928e+01,-1.936077e+01,5.922415e-01
4.600000e-01,1.488014e+01,-1.927561e+01,5.826593e-01
4.650000e-01,1.479045e+01,-1.901053e+01,5.730176e-01
4.700000e-01,1.470222e+01,-1.857063e+01,5.635339e-01
4.750000e-01,1.461669e+01,-1.796972e+01,5.543388e-01
4.800000e-01,1.453549e+01,-1.719133e+01,5.456098e-01
4.850000e-01,1.445877e+01,-1.627906e+01,5.373630e-01
4.900000e-01,1.438614e+01,-1.530435e+01,5.295546e-01
4.950000e-01,1.431578e+01,-1.428984e+01,5.219911e-01
5.000000e-01,1.424698e+01,-1.327384e+01,5.145959e-01
5.050000e-01,1.417887e+01,-1.231126e+01,5.072737e-01
5.100000e-01,1.411115e+01,-1.141733e+01,4.999936e-01
5.150000e-01,1.404339e+01,-1.057297e+01,4.927102e-01
5.200000e-01,1.397707e+01,-9.769250e+00,4.855801e-01
5.250000e-01,1.391301e+01,-8.969114e+00,4.786940e-01
5.300000e-01,1.385314e+01,-8.160871e+00,4.722581e-01
5.350000e-01,1.379808e+01,-7.321136e+00,4.663389e-01
5.400000e-01,1.374818e+01,-6.427975e+00,4.609748e-01
5.450000e-01,1.370373e+01,-5.515645e+00,4.561966e-01
5.500000e-01,1.366360e+01,-4.587486e+00,4.518822e-01
5.550000e-01,1.362676e+01,-3.677151e+00,4.479222e-01
5.600000e-01,1.359169e+01,-2.808753e+00,4.441521e-01
5.650000e-01,1.355735e+01,-2.022445e+00,4.404606e-01
5.700000e-01,1.352298e+01,-1.340272e+00,4.367660e-01
5.750000e-01,1.348760e+01,-7.714864e-01,4.329626e-01
5.800000e-01,1.345158e+01,-3.209344e-01,4.290909e-01
5.850000e-01,1.341510e+01,1.816312e-02,4.251691e-01
5.900000e-01,1.337842e+01,2.432236e-01,4.212257e-01
5.950000e-01,1.334221e+01,3.802999e-01,4.173336e-01
6.000000e-01,1.330685e+01,4.420292e-01,4.135329e-01
6.050000e-01,1.327273e+01,4.439944e-01,4.098649e-01
6.100000e-01,1.323962e+01,3.957913e-01,4.063052e-01
6.150000e-01,1.320751e+01,3.186998e-01,4.028540e-01
6.200000e-01,1.317635e+01,2.264713e-01,3.995040e-01
6.250000e-01,1.314581e+01,1.257904e-01,3.962204e-01
6.300000e-01,1.311579e+01,2.417372e-02,3.929936e-01
6.350000e-01,1.308621e+01,-6.417105e-02,3.898143e-01
6.400000e-01,1.305684e+01,-1.376993e-01,3.866569e-01
6.450000e-01,1.302752e+01,-1.916193e-01,3.835052e-01
6.500000e-01,1.299801e+01,-2.421923e-01,3.803327e-01
6.550000e-01,1.296781e+01,-3.080784e-01,3.770864e-01
6.600000e-01,1.293628e+01,-4.120646e-01,3.736960e-01
6.650000e-01,1.290284e+01,-5.813810e-01,3.701017e-01
6.700000e-01,1.286681e+01,-8.340941e-01,3.662291e-01
6.750000e-01,1.282772e+01,-1.177412e+00,3.620265e-01
6.800000e-01,1.278573e+01,-1.610000e+00,3.575121e-01
6.850000e-01,1.274103e+01,-2.125462e+00,3.527077e-01
6.900000e-01,1.269436e+01,-2.691787e+00,3.476908e-01
6.950000e-01,1.264660e+01,-3.271735e+00,3.425564e-01
7.000000e-01,1.259893e+01,-3.820329e+00,3.374321e-01
7.050000e-01,1.255220e+01,-4.309186e+00,3.324085e-01
7.100000e-01,1.250706e+01,-4.718312e+00,3.275555e-01
7.150000e-01,1.246347e+01,-5.044654e+00,3.228698e-01
7.200000e-01,1.242102e+01,-5.287269e+00,3.183066e-01
7.250000e-01,1.237910e+01,-5.460119e+00,3.138001e-01
7.300000e-01,1.233679e+01,-5.591136e+00,3.092520e-01
7.350000e-01,1.229322e+01,-5.701295e+00,3.045686e-01
7.400000e-01,1.224805e+01,-5.802335e+00,2.997121e-01
7.450000e-01,1.220136e+01,-5.894411e+00,2.946939e-01
7.500000e-01,1.215342e+01,-5.974286e+00,2.895404e-01
7.550000e-01,1.210506e+01,-6.023108e+00,2.843409e-01
7.600000e-01,1.205700e+01,-6.034632e+00,2.791745e-01
7.650000e-01,1.201003e+01,-5.995625e+00,2.741252e-01
7.700000e-01,1.196442e+01,-5.912697e+00,2.692226e-01
7.750000e-01,1.192042e+01,-5.792904e+00,2.644929e-01
7.800000e-01,1.187774e+01,-5.639365e+00,2.599044e-01
7.850000e-01,1.183591e+01,-5.469759e+00,2.554078e-01
7.900000e-01,1.179476e+01,-5.287847e+00,2.509844e-01
7.950000e-01,1.175391e+01,-5.099693e+00,2.465929e-01
8.000000e-01,1.171337e+01,-4.905234e+00,2.422346e-01
8.050000e-01,1.167323e+01,-4.703915e+00,2.379197e-01
8.100000e-01,1.163372e+01,-4.486772e+00,2.336723e-01
8.150000e-01,1.159484e+01,-4.264320e+00,2.294935e-01
8.200000e-01,1.155674e+01,-4.043628e+00,2.253972e-01
8.250000e-01,1.151896e+01,-3.837767e+00,2.213366e-01
8.300000e-01,1.148152e+01,-3.662258e+00,2.173111e-01
8.350000e-01,1.144396e+01,-3.521417e+00,2.132740e-01
8.400000e-01,1.140624e+01,-3.417563e+00,2.092191e-01
8.450000e-01,1.136866e+01,-3.336850e+00,2.051791e-01
8.500000e-01,1.133161e+01,-3.262016e+00,2.011965e-01
8.550000e-01,1.129537e+01,-3.177828e+00,1.973002e-01
8.600000e-01,1.126053e+01,-3.069200e+00,1.935557e-01
8.650000e-01,1.122715e+01,-2.932424e+00,1.899669e-01
8.700000e-01,1.119490e+01,-2.790799e+00,1.864996e-01
8.750000e-01,1.116300e+01,-2.661689e+00,1.830713e-01
8.800000e-01,1.113029e+01,-2.584954e+00,1.795546e-01
8.850000e-01,1.109601e+01,-2.584062e+00,1.758699e-01
8.900000e-01,1.105912e+01,-2.682781e+00,1.719033e-01
8.950000e-01,1.101946e+01,-2.878626e+00,1.676402e-01
9.000000e-01,1.097734e+01,-3.151744e+00,1.631124e-01
9.050000e-01,1.093365e+01,-3.469936e+00,1.584157e-01
9.100000e-01,1.088978e+01,-3.788620e+00,1.537000e-01
9.150000e-01,1.084687e+01,-4.077638e+00,1.490866e-01
9.200000e-01,1.080602e+01,-4.301958e+00,1.446956e-01
9.250000e-01,1.076749e+01,-4.455320e+00,1.405543e-01
9.300000e-01,1.073137e+01,-4.532957e+00,1.366710e-01
9.350000e-01,1.069673e+01,-4.557688e+00,1.329475e-01
9.400000e-01,1.066293e+01,-4.540158e+00,1.293143e-01
9.450000e-01,1.062896e+01,-4.499579e+00,1.256624e-01
9.500000e-01,1.059465e+01,-4.431739e+00,1.219739e-01
9.550000e-01,1.055997e+01,-4.330648e+00,1.182455e-01
9.600000e-01,1.052532e+01,-4.186306e+00,1.145212e-01
9.650000e-01,1.049143e+01,-3.985273e+00,1.108779e-01
9.700000e-01,1.045893e+01,-3.721750e+00,1.073835e-01
9.750000e-01,1.042812e+01,-3.405421e+00,1.040719e-01
9.800000e-01,1.039902e+01,-3.052531e+00,1.009438e-01
9.850000e-01,1.037099e+01,-2.695838e+00,9.793010e-02
9.900000e-01,1.034353e+01,-2.357750e+00,9.497901e-02
9.950000e-01,1.031580e+01,-2.065480e+00,9.199727e-02
1.000000e+00,1.028754e+01,-1.823251e+00,8.895981e-02
1.005000e+00,1.025869e+01,-1.627743e+00,8.585799e-02
1.010000e+00,1.022970e+01,-1.461786e+00,8.274215e-02
1.015000e+00,1.020111e+01,-1.309404e+00,7.966865e-02
1.020000e+00,1.017363e+01,-1.153936e+00,7.671486e-02
1.025000e+00,1.014767e+01,-9.862010e-01,7.392397e-02
1.030000e+00,1.012278e+01,-8.310440e-01,7.124864e-02
1.035000e+00,1.009871e+01,-6.980205e-01,6.866067e-02
1.040000e+00,1.007435e+01,-6.193853e-01,6.604147e-02
1.045000e+00,1.004897e+01,-6.060626e-01,6.331327e-02
1.050000e+00,1.002218e+01,-6.643488e-01,6.043403e-02
1.055000e+00,9.994116e+00,-7.691474e-01,5.741688e-02
1.060000e+00,9.965630e+00,-8.851312e-01,5.435469e-02
1.065000e+00,9.938053e+00,-9.627308e-01,5.139025e-02
1.070000e+00,9.913016e+00,-9.541257e-01,4.869877e-02
1.075000e+00,9.891726e+00,-8.209780e-01,4.641010e-02
1.080000e+00,9.874595e+00,-5.613377e-01,4.456850e-02
1.085000e+00,9.861019e+00,-2.066230e-01,4.310911e-02
1.090000e+00,9.849218e+00,1.815892e-01,4.184059e-02
1.095000e+00,9.836695e+00,5.275677e-01,4.049436e-02
1.100000e+00,9.820537e+00,7.344037e-01,3.875734e-02
1.105000e+00,9.798024e+00,7.262893e-01,3.633720e-02
1.110000e+00,9.767283e+00,4.544298e-01,3.303262e-02
1.115000e+00,9.727735e+00,-1.002106e-01,2.878126e-02
1.120000e+00,9.680332e+00,-9.017929e-01,2.368551e-02
1.125000e+00,9.627073e+00,-1.884628e+00,1.796013e-02
1.130000e+00,9.571121e+00,-2.958001e+00,1.194538e-02
1.135000e+00,9.516104e+00,-4.011216e+00,6.031155e-03
1.140000e+00,9.465009e+00,-4.944890e+00,5.384358e-04
1.145000e+00,9.420471e+00,-5.671602e+00,-4.249374e-03
1.150000e+00,9.383812e+00,-6.133993e+00,-8.190144e-03
1.155000e+00,9.355084e+00,-6.304920e+00,-1.127841e-02
1.160000e+00,9.333302e+00,-6.188193e+00,-1.361990e-02
1.165000e+00,9.316902e+00,-5.807190e+00,-1.538289e-02
1.170000e+00,9.303906e+00,-5.202815e+00,-1.677996e-02
1.175000e+00,9.292758e+00,-4.413532e+00,-1.797835e-02
1.180000e+00,9.282482e+00,-3.471888e+00,-1.908295e-02
1.185000e+00,9.273131e+00,-2.401276e+00,-2.008828e-02
1.190000e+00,9.265318e+00,-1.203503e+00,-2.092809e-02
1.195000e+00,9.260716e+00,1.341873e-01,-2.142285e-02
1.200000e+00,9.261338e+00,1.618365e+00,-2.135593e-02
1.205000e+00,9.268997e+00,3.269000e+00,-2.053260e-02
1.210000e+00,9.285466e+00,5.093584e+00,-1.876225e-02
1.215000e+00,9.311925e+00,7.095966e+00,-1.591787e-02
1.220000e+00,9.348985e+00,9.272284e+00,-1.193405e-02
1.225000e+00,9.396463e+00,1.160511e+01,-6.830177e-03
1.230000e+00,9.454337e+00,1.409067e+01,-6.087340e-04
1.235000e+00,9.522236e+00,1.672195e+01,6.690312e-03
1.240000e+00,9.600435e+00,1.950159e+01,1.509658e-02
1.245000e+00,9.689735e+00,2.245378e+01,2.469623e-02
1.250000e+00,9.791061e+00,2.560175e+01,3.558868e-02
1.255000e+00,9.906057e+00,2.898533e+01,4.795063e-02
1.260000e+00,1.003628e+01,3.263315e+01,6.194952e-02
1.265000e+00,1.018276e+01,3.655700e+01,7.769613e-02
1.270000e+00,1.034585e+01,4.073356e+01,9.522794e-02
1.275000e+00,1.052490e+01,4.512107e+01,1.144759e-01
1.280000e+00,1.071807e+01,4.962626e+01,1.352409e-01
1.285000e+00,1.092257e+01,5.413935e+01,1.572244e-01
1.290000e+00,1.113509e+01,5.851963e+01,1.800701e-01
1.295000e+00,1.135195e+01,6.262626e+01,2.033827e-01
1.300000e+00,1.156989e+01,6.632380e+01,2.268106e-01
1.305000e+00,1.178632e+01,6.950663e+01,2.500774e-01
1.310000e+00,1.199957e+01,7.209272e+01,2.730017e-01
1.315000e+00,1.220897e+01,7.405544e+01,2.955119e-01
1.320000e+00,1.241506e+01,7.538641e+01,3.176659e-01
1.325000e+00,1.261885e+01,7.611953e+01,3.395734e-01
1.330000e+00,1.282167e+01,7.632399e+01,3.613758e-01
1.335000e+00,1.302454e+01,7.608689e+01,3.831843e-01
1.340000e+00,1.322843e+01,7.549163e+01,4.051024e-01
1.345000e+00,1.343336e+01,7.461116e+01,4.271325e-01
1.350000e+00,1.363910e+01,7.354476e+01,4.492492e-01
1.355000e+00,1.384354e+01,7.229873e+01,4.712266e-01
1.360000e+00,1.404653e+01,7.092625e+01,4.930469e-01
1.365000e+00,1.424454e+01,6.948182e+01,5.143327e-01
1.370000e+00,1.443761e+01,6.791273e+01,5.350882e-01
1.375000e+00,1.462218e+01,6.620027e+01,5.549291e-01
1.380000e+00,1.479756e+01,6.440563e+01,5.737818e-01
1.385000e+00,1.496381e+01,6.244023e+01,5.916538e-01
1.390000e+00,1.511983e+01,6.033294e+01,6.084258e-01
1.395000e+00,1.526526e+01,5.807386e+01,6.240600e-01
1.400000e+00,1.540077e+01,5.561926e+01,6.386269e-01
1.405000e+00,1.552650e+01,5.304211e+01,6.521429e-01
1.410000e+00,1.564263e+01,5.025850e+01,6.646262e-01
1.415000e+00,1.574902e+01,4.731638e+01,6.760635e-01
1.420000e+00,1.584444e+01,4.423681e+01,6.863212e-01
1.425000e+00,1.593061e+01,4.103931e+01,6.955836e-01
1.430000e+00,1.600682e+01,3.777563e+01,7.037767e-01
1.435000e+00,1.607232e+01,3.446906e+01,7.108180e-01
1.440000e+00,1.612968e+01,3.120878e+01,7.169836e-01
1.445000e+00,1.617846e+01,2.802853e+01,7.222276e-01
1.450000e+00,1.621942e+01,2.494651e+01,7.266303e-01
1.455000e+00,1.625377e+01,2.202084e+01,7.303235e-01
1.460000e+00,1.628052e+01,1.922928e+01,7.331995e-01
1.465000e+00,1.629902e+01,1.655915e+01,7.351878e-01
1.470000e+00,1.630802e+01,1.393919e+01,7.361556e-01
1.475000e+00,1.630563e+01,1.129813e+01,7.358986e-01
1.480000e+00,1.628990e+01,8.584808e+00,7.342071e-01
1.485000e+00,1.625984e+01,5.750885e+00,7.309764e-01
1.490000e+00,1.621524e+01,2.796254e+00,7.261819e-01
1.495000e+00,1.615741e+01,-2.518736e-01,7.199647e-01
1.500000e+00,1.608866e+01,-3.310754e+00,7.125747e-01
1.505000e+00,1.601182e+01,-6.285414e+00,7.043138e-01
1.510000e+00,1.593044e+01,-9.068627e+00,6.955653e-01
1.515000e+00,1.584759e+01,-1.155961e+01,6.866599e-01
1.520000e+00,1.576576e+01,-1.369466e+01,6.778632e-01
1.525000e+00,1.568567e+01,-1.543703e+01,6.692535e-01
1.530000e+00,1.560733e+01,-1.679530e+01,6.608321e-01
1.535000e+00,1.552956e+01,-1.780068e+01,6.524720e-01
1.540000e+00,1.545093e+01,-1.850683e+01,6.440186e-01
1.545000e+00,1.537007e+01,-1.896302e+01,6.353261e-01
1.550000e+00,1.528593e+01,-1.922102e+01,6.262816e-01
1.555000e+00,1.519867e+01,-1.930213e+01,6.169008e-01
1.560000e+00,1.510896e+01,-1.921756e+01,6.072574e-01
1.565000e+00,1.501886e+01,-1.895668e+01,5.975716e-01
1.570000e+00,1.493020e+01,-1.851666e+01,5.880414e-01
1.575000e+00,1.484460e+01,-1.790935e+01,5.788386e-01
1.580000e+00,1.476324e+01,-1.713177e+01,5.700929e-01
1.585000e+00,1.468606e+01,-1.622622e+01,5.617956e-01
1.590000e+00,1.461260e+01,-1.525130e+01,5.538987e-01
1.595000e+00,1.454232e+01,-1.421653e+01,5.463442e-01
1.600000e+00,1.447330e+01,-1.321717e+01,5.389244e-01
1.605000e+00,1.440506e+01,-1.226393e+01,5.315887e-01
1.610000e+00,1.433665e+01,-1.135080e+01,5.242349e-01
1.615000e+00,1.426873e+01,-1.051946e+01,5.169334e-01
1.620000e+00,1.420177e+01,-9.715248e+00,5.097358e-01
1.625000e+00,1.413744e+01,-8.918562e+00,5.028202e-01
1.630000e+00,1.407718e+01,-8.116426e+00,4.963420e-01
1.635000e+00,1.402167e+01,-7.276068e+00,4.903744e-01
1.640000e+00,1.397149e+01,-6.391834e+00,4.849808e-01
1.645000e+00,1.392639e+01,-5.472992e+00,4.801322e-01
1.650000e+00,1.388604e+01,-4.551886e+00,4.757953e-01
1.655000e+00,1.384878e+01,-3.634682e+00,4.717891e-01
1.660000e+00,1.381330e+01,-2.768209e+00,4.679752e-01
1.665000e+00,1.377863e+01,-1.984687e+00,4.642480e-01
1.670000e+00,1.374379e+01,-1.300625e+00,4.605036e-01
1.675000e+00,1.370800e+01,-7.362161e-01,4.566554e-01
1.680000e+00,1.367143e+01,-2.797287e-01,4.527248e-01
1.685000e+00,1.363454e+01,5.474325e-02,4.487592e-01
1.690000e+00,1.359738e+01,2.846488e-01,4.447640e-01
1.695000e+00,1.356057e+01,4.207567e-01,4.408066e-01
1.700000e+00,1.352482e+01,4.851686e-01,4.369637e-01
1.705000e+00,1.349004e+01,4.840884e-01,4.332253e-01
1.710000e+00,1.345643e+01,4.345456e-01,4.296122e-01
1.715000e+00,1.342378e+01,3.540574e-01,4.261025e-01
1.720000e+00,1.339217e+01,2.544879e-01,4.227042e-01
1.725000e+00,1.336110e+01,1.521579e-01,4.193640e-01
1.730000e+00,1.333061e+01,5.572070e-02,4.160865e-01
1.735000e+00,1.330059e+01,-2.765620e-02,4.128596e-01
1.740000e+00,1.327063e+01,-1.011879e-01,4.096388e-01
1.745000e+00,1.324088e+01,-1.566088e-01,4.064403e-01
1.750000e+00,1.321091e+01,-2.112551e-01,4.032194e-01
1.755000e+00,1.318017e+01,-2.791848e-01,3.999147e-01
1.760000e+00,1.314824e+01,-3.863157e-01,3.964820e-01
1.765000e+00,1.311438e+01,-5.512533e-01,3.928420e-01
1.770000e+00,1.307791e+01,-8.038547e-01,3.889215e-01
1.775000e+00,1.303847e+01,-1.144745e+00,3.846822e-01
1.780000e+00,1.299603e+01,-1.581735e+00,3.801196e-01
1.785000e+00,1.295097e+01,-2.097744e+00,3.752754e-01
1.790000e+00,1.290375e+01,-2.665977e+00,3.701992e-01
1.795000e+00,1.285568e+01,-3.243168e+00,3.650319e-01
1.800000e+00,1.280767e+01,-3.794836e+00,3.598716e-01
1.805000e+00,1.276053e+01,-4.284832e+00,3.548036e-01
1.810000e+00,1.271494e+01,-4.689558e+00,3.499027e-01
1.815000e+00,1.267092e+01,-5.010289e+00,3.451706e-01
1.820000e+00,1.262806e+01,-5.252207e+00,3.405629e-01
1.825000e+00,1.258561e+01,-5.431249e+00,3.359997e-01
1.830000e+00,1.254287e+01,-5.565087e+00,3.314050e-01
1.835000e+00,1.249895e+01,-5.674807e+00,3.266841e-01
1.840000e+00,1.245334e+01,-5.773547e+00,3.217812e-01
1.845000e+00,1.240617e+01,-5.866601e+00,3.167102e-01
1.850000e+00,1.235779e+01,-5.941013e+00,3.115095e-01
1.855000e+00,1.230890e+01,-5.991151e+00,3.062535e-01
1.860000e+00,1.226054e+01,-6.003953e+00,3.010547e-01
1.865000e+00,1.221308e+01,-5.970545e+00,2.959536e-01
1.870000e+00,1.216710e+01,-5.888611e+00,2.910107e-01
1.875000e+00,1.212263e+01,-5.764047e+00,2.862298e-01
1.880000e+00,1.207950e+01,-5.607834e+00,2.815939e-01
1.885000e+00,1.203731e+01,-5.437109e+00,2.770587e-01
1.890000e+00,1.199568e+01,-5.260205e+00,2.725835e-01
1.895000e+00,1.195432e+01,-5.074260e+00,2.681367e-01
1.900000e+00,1.191336e+01,-4.877534e+00,2.637336e-01
1.905000e+00,1.187278e+01,-4.670950e+00,2.593716e-01
1.910000e+00,1.183274e+01,-4.455231e+00,2.550670e-01
1.915000e+00,1.179348e+01,-4.232598e+00,2.508471e-01
1.920000e+00,1.175484e+01,-4.015801e+00,2.466933e-01
1.925000e+00,1.171662e+01,-3.810419e+00,2.425843e-01
1.930000e+00,1.167870e+01,-3.634037e+00,2.385075e-01
1.935000e+00,1.164078e+01,-3.495067e+00,2.344312e-01
1.940000e+00,1.160263e+01,-3.393471e+00,2.303309e-01
1.945000e+00,1.156462e+01,-3.311821e+00,2.262446e-01
1.950000e+00,1.152707e+01,-3.236913e+00,2.222079e-01
1.955000e+00,1.149052e+01,-3.150210e+00,2.182793e-01
1.960000e+00,1.145526e+01,-3.040110e+00,2.144887e-01
1.965000e+00,1.142145e+01,-2.907827e+00,2.108536e-01
1.970000e+00,1.138871e+01,-2.762204e+00,2.073349e-01
1.975000e+00,1.135635e+01,-2.636507e+00,2.038555e-01
1.980000e+00,1.132339e+01,-2.558808e+00,2.003127e-01
1.985000e+00,1.128863e+01,-2.562741e+00,1.965756e-01
1.990000e+00,1.125135e+01,-2.662142e+00,1.925687e-01
1.995000e+00,1.121134e+01,-2.856654e+00,1.882670e-01
2.000000e+00,1.116890e+01,-3.129778e+00,1.837052e-01
2.005000e+00,1.112498e+01,-3.447495e+00,1.789831e-01
2.010000e+00,1.108070e+01,-3.771679e+00,1.742238e-01
2.015000e+00,1.103751e+01,-4.058772e+00,1.695810e-01
2.020000e+00,1.099633e+01,-4.283621e+00,1.651539e-01
2.025000e+00,1.095757e+01,-4.435060e+00,1.609875e-01
2.030000e+00,1.092104e+01,-4.515973e+00,1.570600e-01
2.035000e+00,1.088611e+01,-4.539611e+00,1.533050e-01
2.040000e+00,1.085195e+01,-4.523849e+00,1.496332e-01
2.045000e+00,1.081777e+01,-4.480485e+00,1.459589e-01
2.050000e+00,1.078317e+01,-4.412279e+00,1.422392e-01
2.055000e+00,1.074812e+01,-4.313703e+00,1.384713e-01
2.060000e+00,1.071321e+01,-4.167386e+00,1.347189e-01
2.065000e+00,1.067895e+01,-3.967773e+00,1.310358e-01
2.070000e+00,1.064616e+01,-3.703503e+00,1.275110e-01
2.075000e+00,1.061509e+01,-3.385211e+00,1.241706e-01
2.080000e+00,1.058558e+01,-3.037358e+00,1.209983e-01
2.085000e+00,1.055742e+01,-2.674399e+00,1.179718e-01
2.090000e+00,1.052955e+01,-2.340763e+00,1.149754e-01
2.095000e+00,1.050159e+01,-2.046614e+00,1.119703e-01
2.100000e+00,1.047302e+01,-1.802604e+00,1.088991e-01
2.105000e+00,1.044379e+01,-1.609891e+00,1.057566e-01
2.110000e+00,1.041450e+01,-1.445776e+00,1.026081e-01
2.115000e+00,1.038563e+01,-1.292970e+00,9.950468e-02
2.120000e+00,1.035791e+01,-1.135054e+00,9.652480e-02
2.125000e+00,1.033160e+01,-9.720953e-01,9.369575e-02
